age,gender,region,customer_type,plan_type,plan_tier,monthly_fee_€,contract_length_months,auto_renewal,subscription_status,avg_monthly_data_gb,avg_monthly_voice_minutes,sms_per_month,roaming_last_3m,loyalty_member,app_logins_per_month,dropped_calls_last_month,avg_download_speed_mbps,coverage_complaints_6m,csat_score,payment_method,on_time_payments,late_payments_6m,outstanding_balance_€,discount_last_renewal,downgraded_last_6m,last_offer_accepted,campaign_ctr,support_tickets_6m,avg_resolution_time_hrs,email_open_rate,nps_score,tenure_days
48,Female,Cork,Business,SIM-only,Essentials,56,24,Yes,Active,74.3,1643,45,No,No,17,5,87.3,2,5,Direct Debit,Yes,4,466.95,Yes,No,No,0.1,3,26.0,0.37,41,720
22,Male,Cork,Individual,Postpay,Freedom,88,1,Yes,Active,93.1,1359,162,No,Yes,4,17,244.6,1,5,Direct Debit,Yes,3,183.89,No,Yes,No,0.11,0,56.7,0.1,-20,30
52,Female,Dublin,Individual,Postpay,Unlimited,35,0,Yes,Active,36.6,1445,284,No,Yes,23,3,87.7,0,2,Credit Card,Yes,2,343.01,No,No,No,0.17,0,69.7,0.6,57,67
40,Female,Other,Individual,Postpay,Freedom,23,12,Yes,Active,52.8,834,267,Yes,Yes,28,10,297.4,4,3,Direct Debit,Yes,5,301.31,No,No,No,0.32,3,63.5,0.17,-30,360
46,Female,Dublin,Individual,Prepay,Freedom,63,24,No,Active,6.3,2241,115,Yes,Yes,28,12,245.1,1,3,Credit Card,Yes,2,262.6,No,Yes,No,0.34,3,33.2,0.69,48,720
60,Female,Dublin,Individual,Postpay,Freedom,80,1,Yes,Active,5.7,2355,81,No,No,27,7,212.7,4,5,Direct Debit,Yes,2,445.21,No,No,No,0.31,0,42.1,0.74,-36,30
28,Female,Galway,Individual,Postpay,Freedom,55,0,Yes,Active,27.8,1668,43,No,No,25,9,19.3,0,3,Direct Debit,Yes,4,1.58,No,No,No,0.01,1,51.9,0.48,12,239
35,Male,Dublin,Individual,Postpay,Unlimited,40,1,Yes,Active,14.6,1930,193,No,No,7,10,271.4,2,2,Credit Card,Yes,2,141.06,No,No,No,0.3,1,25.8,0.09,1,30
64,Female,Dublin,Individual,Postpay,Unlimited,97,12,No,Active,29.7,2553,257,Yes,Yes,2,2,237.2,4,1,Debit Card,Yes,0,269.14,Yes,No,No,0.21,1,57.7,0.61,-97,360
29,Male,Cork,Family,Prepay,Freedom,68,12,Yes,Active,21.8,280,442,No,Yes,1,14,69.5,0,2,Debit Card,Yes,2,89.15,Yes,No,No,0.26,2,32.0,0.37,73,360
26,Female,Other,Individual,SIM-only,Freedom,38,24,No,Cancelled,7.7,2722,272,Yes,No,24,7,118.3,4,3,Credit Card,Yes,2,453.93,Yes,No,No,0.15,0,61.1,0.95,35,720
27,Female,Cork,Family,Prepay,Unlimited,26,24,No,Active,91.4,1813,393,No,Yes,18,19,81.3,1,2,Direct Debit,Yes,0,323.8,Yes,No,Yes,0.29,2,19.1,0.51,45,720
61,Female,Galway,Individual,Postpay,Unlimited,23,12,Yes,Active,5.8,932,273,No,Yes,7,17,295.3,4,4,Credit Card,Yes,4,238.94,Yes,No,No,0.17,2,1.8,0.07,-41,360
34,Male,Other,Individual,SIM-only,Freedom,45,12,Yes,Active,74.9,2762,277,No,Yes,1,0,256.4,1,4,Debit Card,No,1,407.35,Yes,No,Yes,0.17,0,45.9,0.64,-56,360
55,Female,Dublin,Individual,Prepay,Freedom,67,1,Yes,Active,19.5,607,82,No,Yes,18,7,279.1,1,3,Credit Card,Yes,3,225.44,Yes,No,No,0.11,2,33.1,0.78,-29,30
24,Female,Dublin,Individual,Postpay,Essentials,33,0,No,Active,91.7,482,57,Yes,Yes,0,2,236.8,0,3,Debit Card,Yes,4,279.33,Yes,Yes,No,0.13,0,5.2,0.16,-6,123
63,Female,Dublin,Individual,Prepay,Unlimited,72,24,Yes,Active,89.8,1246,52,No,Yes,29,0,137.4,3,1,Direct Debit,Yes,2,1.38,Yes,Yes,No,0.14,4,35.6,0.45,-70,720
30,Male,Cork,Family,Postpay,Essentials,100,1,Yes,Cancelled,67.1,1772,0,No,No,26,19,62.4,4,2,Debit Card,Yes,1,182.85,Yes,No,No,0.41,4,13.0,0.74,55,30
57,Male,Cork,Family,Postpay,Freedom,34,0,No,Active,68.9,2164,215,Yes,No,21,15,63.2,2,1,Debit Card,Yes,3,69.4,No,No,Yes,0.33,0,45.7,0.02,19,58
59,Male,Other,Individual,Postpay,Essentials,68,12,Yes,Active,5.5,191,316,Yes,Yes,12,8,46.4,1,3,Debit Card,No,3,344.84,No,No,No,0.29,0,32.6,0.03,-37,360
26,Male,Galway,Individual,SIM-only,Essentials,41,1,Yes,Active,98.6,2835,227,No,No,22,16,164.4,3,3,Credit Card,Yes,3,239.51,Yes,No,No,0.24,0,13.1,0.68,64,30
67,Female,Galway,Family,Postpay,Freedom,91,12,Yes,Active,88.4,2665,472,Yes,Yes,19,15,276.1,1,5,Credit Card,No,0,150.88,No,Yes,No,0.56,1,30.2,0.73,-34,360
44,Male,Dublin,Individual,Postpay,Unlimited,27,12,Yes,Active,90.0,2017,483,Yes,Yes,16,5,297.5,3,1,Credit Card,Yes,0,233.92,No,No,No,0.31,0,17.5,0.85,8,360
19,Other,Other,Family,Postpay,Essentials,46,1,No,Active,67.6,2563,253,No,No,2,6,86.9,3,3,Credit Card,Yes,1,104.81,No,No,No,0.15,3,47.4,0.4,-33,30
22,Male,Other,Family,SIM-only,Freedom,35,24,Yes,Active,37.8,306,158,No,Yes,8,15,209.5,2,4,Credit Card,Yes,2,462.54,Yes,Yes,No,0.24,4,22.0,0.39,-66,720
46,Male,Other,Family,Prepay,Essentials,18,1,Yes,Active,89.9,531,286,No,Yes,4,7,179.5,3,5,Direct Debit,Yes,1,26.99,No,No,No,0.24,4,59.4,0.55,-3,30
54,Female,Dublin,Individual,SIM-only,Essentials,73,1,No,Active,32.7,121,65,No,No,5,9,147.2,2,2,Direct Debit,Yes,2,432.71,Yes,No,No,0.15,0,2.0,0.76,-65,30
55,Female,Galway,Individual,Prepay,Freedom,81,12,Yes,Active,58.5,2696,402,Yes,No,3,13,200.1,0,5,Credit Card,Yes,4,255.68,Yes,No,No,0.45,4,29.6,0.64,84,360
36,Female,Dublin,Individual,Postpay,Freedom,29,12,No,Active,14.5,591,308,No,Yes,16,10,112.0,1,2,Credit Card,No,3,309.47,Yes,Yes,Yes,0.44,0,44.8,0.33,97,360
25,Female,Dublin,Individual,Prepay,Essentials,63,12,No,Active,92.6,2917,459,Yes,Yes,29,1,283.4,2,4,Credit Card,Yes,3,151.3,Yes,No,No,0.08,0,2.6,0.35,31,360
65,Female,Dublin,Family,Prepay,Freedom,95,1,Yes,Active,18.4,1475,457,No,Yes,20,11,211.9,1,2,Direct Debit,Yes,0,483.35,No,No,No,0.25,4,16.3,0.76,-52,30
62,Male,Galway,Individual,Postpay,Essentials,92,12,Yes,Cancelled,26.4,58,94,Yes,Yes,20,19,226.5,4,1,Credit Card,Yes,4,140.93,No,No,No,0.6,4,24.2,0.53,66,360
18,Other,Galway,Individual,Postpay,Freedom,39,0,No,Active,58.0,2348,492,No,Yes,20,19,73.5,0,2,Debit Card,No,5,294.44,No,No,No,0.47,3,2.6,0.1,-83,193
39,Other,Dublin,Family,Prepay,Unlimited,62,24,Yes,Active,77.6,2600,252,No,Yes,15,12,51.4,4,2,Debit Card,Yes,4,496.71,Yes,No,No,0.64,2,39.8,0.15,-41,720
69,Female,Dublin,Family,Prepay,Unlimited,72,1,Yes,Active,63.8,1573,149,Yes,No,15,14,118.9,4,5,Debit Card,No,2,440.55,Yes,No,No,0.46,3,45.8,0.85,-15,30
34,Male,Cork,Business,Postpay,Freedom,20,12,No,Active,27.1,1140,22,No,Yes,21,11,230.2,3,4,Credit Card,Yes,4,268.16,Yes,No,Yes,0.17,3,17.2,1.0,37,360
24,Female,Dublin,Family,SIM-only,Freedom,40,0,Yes,Active,5.1,1810,243,Yes,Yes,10,12,281.7,3,2,Credit Card,Yes,0,495.19,Yes,No,No,0.2,4,39.6,0.34,12,166
42,Male,Dublin,Individual,Prepay,Unlimited,58,1,No,Cancelled,76.9,1805,214,No,Yes,1,7,128.8,4,1,Credit Card,Yes,2,350.68,No,No,Yes,0.32,3,71.9,0.39,-78,30
62,Male,Cork,Individual,Prepay,Essentials,96,1,Yes,Active,98.6,398,398,No,Yes,16,15,232.5,3,5,Credit Card,Yes,1,104.35,No,Yes,Yes,0.36,4,64.0,0.15,-33,30
21,Male,Galway,Family,Postpay,Unlimited,28,24,Yes,Active,81.9,2562,409,Yes,No,14,2,141.7,1,4,Direct Debit,Yes,2,202.8,No,No,No,0.21,1,5.2,0.24,-42,720
53,Male,Dublin,Individual,Prepay,Unlimited,21,12,Yes,Active,48.7,2852,130,No,Yes,17,12,89.3,3,4,Credit Card,Yes,1,167.25,No,Yes,No,0.21,0,10.1,0.42,-11,360
23,Female,Dublin,Individual,Postpay,Essentials,24,24,No,Active,90.9,2545,342,Yes,No,28,11,222.0,4,3,Credit Card,Yes,5,172.01,No,Yes,No,0.51,2,36.1,0.28,-94,720
48,Female,Dublin,Individual,Postpay,Essentials,40,1,Yes,Active,43.9,941,147,No,No,9,18,239.7,3,1,Direct Debit,Yes,2,380.23,Yes,No,No,0.21,1,18.4,0.7,-88,30
36,Female,Other,Individual,Postpay,Unlimited,52,1,No,Active,54.9,527,380,No,No,5,1,61.6,3,5,Credit Card,Yes,3,292.13,No,Yes,No,0.64,0,6.7,0.54,30,30
61,Male,Galway,Family,Prepay,Freedom,46,0,Yes,Cancelled,50.3,2445,108,No,Yes,20,0,92.2,2,5,Credit Card,Yes,5,19.05,No,No,No,0.47,0,19.1,0.82,67,52
56,Male,Galway,Individual,Postpay,Essentials,88,24,Yes,Cancelled,47.5,1774,39,No,No,15,7,148.9,2,1,Direct Debit,Yes,1,438.72,No,No,Yes,0.58,2,5.3,0.72,-90,720
44,Male,Dublin,Individual,Postpay,Essentials,38,1,Yes,Active,78.6,1421,120,Yes,Yes,4,8,56.8,4,4,Debit Card,Yes,0,148.4,No,No,No,0.31,3,38.6,0.13,-50,30
27,Other,Cork,Individual,Postpay,Freedom,35,24,Yes,Active,55.0,1669,294,No,Yes,11,7,278.7,1,2,Credit Card,Yes,5,498.54,Yes,No,No,0.19,0,35.8,0.12,50,720
43,Male,Dublin,Individual,Postpay,Freedom,11,24,Yes,Active,35.1,1550,119,No,Yes,27,16,177.8,0,1,Debit Card,Yes,5,477.1,No,No,No,0.22,2,1.4,0.9,-69,720
36,Female,Galway,Individual,Postpay,Freedom,93,24,Yes,Cancelled,29.5,435,455,Yes,Yes,5,8,37.2,0,5,Debit Card,Yes,5,470.27,No,No,Yes,0.23,4,35.3,0.82,68,720
56,Female,Other,Individual,Postpay,Unlimited,24,12,Yes,Cancelled,8.6,839,17,No,Yes,13,5,56.0,4,1,Credit Card,Yes,1,405.56,No,No,No,0.4,0,37.9,0.47,-59,360
20,Male,Galway,Business,Postpay,Essentials,13,12,No,Active,60.4,359,168,No,Yes,25,14,286.4,1,4,Debit Card,Yes,1,110.31,No,Yes,No,0.2,0,44.0,0.13,65,360
62,Female,Other,Individual,SIM-only,Freedom,95,12,Yes,Active,26.8,1152,197,No,Yes,22,12,221.7,1,3,Debit Card,Yes,2,266.32,Yes,No,No,0.25,3,69.9,0.9,94,360
30,Female,Galway,Individual,Postpay,Freedom,59,0,No,Active,19.1,863,410,Yes,No,15,11,220.6,1,3,Direct Debit,Yes,3,112.15,No,No,No,0.35,3,70.8,0.23,99,160
67,Female,Dublin,Individual,Postpay,Freedom,47,12,Yes,Active,67.1,2681,483,Yes,Yes,24,12,22.7,2,2,Direct Debit,Yes,5,129.84,Yes,No,No,0.65,4,38.4,0.04,1,360
45,Female,Other,Individual,Prepay,Essentials,32,0,Yes,Active,69.7,1650,142,No,Yes,6,6,268.7,4,2,Credit Card,Yes,2,305.48,Yes,Yes,Yes,0.32,0,61.0,0.92,20,115
37,Male,Dublin,Individual,Postpay,Unlimited,68,1,Yes,Active,76.5,1732,36,No,No,1,17,133.7,0,4,Debit Card,No,2,20.42,No,No,No,0.19,3,7.0,0.81,-23,30
45,Male,Cork,Family,Postpay,Unlimited,99,0,Yes,Active,52.8,1245,185,No,Yes,5,13,198.3,1,2,Credit Card,Yes,3,484.73,Yes,No,No,0.18,2,38.7,0.69,-29,213
25,Female,Dublin,Individual,Prepay,Freedom,84,0,Yes,Active,89.9,2261,260,Yes,No,8,10,287.9,4,3,Credit Card,Yes,2,459.34,No,No,Yes,0.26,0,49.2,0.03,5,266
58,Female,Dublin,Family,Prepay,Freedom,37,1,Yes,Cancelled,94.0,915,230,No,No,6,13,30.9,0,4,Credit Card,Yes,3,190.38,No,No,No,0.52,2,41.1,0.53,18,30
56,Male,Cork,Individual,Postpay,Essentials,75,1,Yes,Active,81.7,2639,253,No,Yes,1,16,145.2,2,4,Debit Card,Yes,0,257.71,Yes,No,No,0.18,1,17.4,0.65,69,30
18,Female,Dublin,Individual,Postpay,Freedom,17,12,No,Active,65.4,1798,328,Yes,Yes,18,1,15.8,3,4,Debit Card,Yes,3,233.06,No,No,No,0.33,4,5.4,0.76,70,360
20,Female,Cork,Individual,Postpay,Freedom,38,0,Yes,Active,33.9,2182,390,Yes,No,7,18,150.4,0,1,Credit Card,Yes,4,441.1,No,Yes,Yes,0.51,3,28.5,0.47,-68,213
30,Female,Cork,Business,Prepay,Freedom,20,12,No,Active,98.4,2801,296,No,No,10,15,76.4,0,2,Direct Debit,Yes,3,344.3,Yes,No,Yes,0.37,1,47.0,0.95,-22,360
45,Male,Dublin,Individual,Postpay,Unlimited,27,0,Yes,Active,31.0,385,467,No,No,24,9,273.4,0,5,Debit Card,Yes,3,139.06,No,No,Yes,0.43,3,71.4,0.24,64,343
66,Female,Dublin,Individual,Prepay,Freedom,64,12,Yes,Active,24.3,1326,9,No,Yes,3,7,120.1,3,3,Debit Card,Yes,4,223.42,No,Yes,No,0.02,1,17.8,0.07,-23,360
42,Female,Cork,Individual,Postpay,Freedom,59,12,Yes,Active,47.0,1805,445,No,No,15,4,190.5,1,2,Credit Card,Yes,3,214.48,No,No,No,0.65,3,66.2,0.33,18,360
50,Male,Dublin,Individual,Prepay,Freedom,23,12,Yes,Active,10.4,1585,409,No,Yes,24,6,258.2,3,3,Debit Card,Yes,1,479.67,No,No,Yes,0.39,4,5.8,0.66,-44,360
55,Male,Galway,Individual,Prepay,Essentials,83,12,Yes,Active,98.0,1212,323,Yes,Yes,17,12,295.1,0,2,Direct Debit,No,2,87.66,No,Yes,No,0.1,0,67.1,0.74,91,360
23,Other,Galway,Individual,Prepay,Freedom,18,1,Yes,Active,60.9,1549,229,No,Yes,12,15,151.6,2,5,Credit Card,Yes,2,44.79,No,No,Yes,0.44,2,60.1,0.74,91,30
61,Male,Other,Individual,Prepay,Freedom,20,12,Yes,Active,57.9,388,23,No,Yes,26,4,137.3,0,3,Credit Card,Yes,0,440.31,No,No,Yes,0.5,1,2.5,0.11,87,360
62,Female,Galway,Individual,Prepay,Freedom,72,1,Yes,Active,67.3,2791,77,No,No,4,15,23.6,2,5,Direct Debit,Yes,0,448.34,Yes,No,No,0.42,2,22.2,0.89,-49,30
49,Female,Cork,Individual,Prepay,Freedom,85,1,Yes,Active,52.2,703,424,Yes,No,26,14,4.8,4,3,Debit Card,Yes,4,435.87,No,No,Yes,0.08,2,4.6,0.28,-29,30
62,Male,Galway,Family,Postpay,Freedom,76,12,Yes,Active,8.0,2972,192,No,No,1,8,183.0,2,1,Debit Card,Yes,1,255.49,Yes,Yes,Yes,0.65,3,71.7,0.21,-33,360
64,Female,Dublin,Family,Postpay,Freedom,62,0,Yes,Active,63.2,1738,400,No,Yes,10,11,20.6,0,1,Credit Card,Yes,0,329.87,No,No,No,0.06,0,31.4,0.61,-1,188
38,Male,Dublin,Family,Prepay,Freedom,48,12,No,Active,73.0,2820,108,No,Yes,0,7,114.7,3,3,Debit Card,Yes,2,281.68,No,No,No,0.38,3,48.0,0.21,-19,360
33,Female,Galway,Individual,Postpay,Freedom,87,12,No,Cancelled,44.6,863,279,No,No,12,12,2.1,0,3,Credit Card,Yes,0,34.72,No,No,No,0.16,2,17.6,0.51,54,360
38,Male,Cork,Individual,Prepay,Unlimited,65,1,Yes,Active,76.9,1059,410,No,Yes,29,4,185.0,0,5,Credit Card,Yes,0,297.92,Yes,No,No,0.09,4,67.3,0.41,-42,30
28,Female,Galway,Individual,Postpay,Essentials,37,0,No,Active,26.6,78,262,No,No,4,13,128.2,4,4,Credit Card,Yes,3,6.81,No,No,No,0.06,0,20.5,0.23,-82,40
54,Male,Other,Individual,Prepay,Essentials,84,0,No,Active,26.0,1298,328,No,No,17,15,39.0,1,3,Credit Card,Yes,0,162.49,Yes,No,No,0.26,0,19.5,0.29,-98,71
53,Male,Other,Individual,Prepay,Freedom,48,24,Yes,Active,20.3,1301,362,No,No,13,10,89.6,0,2,Debit Card,Yes,4,466.15,No,Yes,No,0.17,2,23.3,0.43,100,720
52,Other,Other,Individual,Postpay,Essentials,34,12,Yes,Active,40.3,673,354,Yes,Yes,12,19,171.3,4,2,Direct Debit,Yes,2,152.02,No,No,No,0.14,3,33.8,0.35,-62,360
36,Male,Cork,Individual,Postpay,Essentials,30,0,No,Active,85.5,2359,377,No,No,6,11,197.4,3,2,Credit Card,Yes,4,469.91,No,No,No,0.35,4,2.3,0.38,-35,264
37,Female,Dublin,Individual,Postpay,Freedom,19,1,Yes,Active,83.7,203,267,No,No,7,14,139.2,4,1,Debit Card,Yes,4,125.07,Yes,No,No,0.26,1,43.4,0.74,-28,30
35,Male,Cork,Family,Postpay,Freedom,52,12,No,Cancelled,41.4,984,340,No,Yes,17,11,241.4,4,5,Credit Card,Yes,5,157.28,No,No,No,0.15,3,3.2,0.17,83,360
64,Female,Dublin,Individual,SIM-only,Freedom,24,24,Yes,Active,61.0,1975,258,No,No,6,8,34.6,2,1,Credit Card,No,1,314.2,No,No,No,0.11,0,39.3,0.63,33,720
58,Male,Galway,Individual,Prepay,Unlimited,92,0,Yes,Active,73.5,16,334,No,Yes,19,0,26.3,1,2,Direct Debit,Yes,5,380.81,No,No,No,0.32,3,33.5,0.68,-73,160
66,Other,Galway,Individual,Prepay,Freedom,57,1,Yes,Cancelled,27.9,475,84,Yes,Yes,16,2,14.2,1,3,Credit Card,Yes,5,250.69,No,No,No,0.08,1,18.2,0.8,75,30
31,Male,Galway,Individual,Prepay,Unlimited,95,24,Yes,Active,21.0,1016,9,No,No,15,11,161.2,3,2,Credit Card,Yes,3,441.06,Yes,No,Yes,0.16,4,24.4,0.85,-3,720
32,Male,Dublin,Individual,Prepay,Essentials,30,0,No,Active,97.3,209,288,No,No,10,19,212.2,4,3,Credit Card,Yes,4,20.12,No,No,No,0.22,4,51.1,0.16,-8,214
48,Male,Dublin,Family,Postpay,Freedom,69,1,No,Active,63.7,498,301,Yes,No,18,12,40.0,3,5,Debit Card,No,1,461.1,No,No,No,0.57,1,1.7,0.14,75,30
18,Male,Cork,Family,Postpay,Unlimited,59,24,Yes,Active,98.2,428,58,No,Yes,26,5,192.0,3,4,Credit Card,Yes,2,98.15,No,Yes,Yes,0.57,1,23.5,0.61,94,720
20,Female,Dublin,Individual,Prepay,Freedom,32,12,Yes,Active,37.1,1329,307,No,Yes,27,9,143.6,1,3,Credit Card,Yes,2,442.12,No,No,No,0.2,2,49.3,0.76,81,360
33,Male,Other,Business,SIM-only,Freedom,22,1,No,Active,71.8,2105,261,No,No,0,9,296.2,1,1,Direct Debit,Yes,1,200.43,Yes,No,No,0.66,0,11.8,0.27,25,30
40,Female,Dublin,Business,Postpay,Freedom,78,0,Yes,Active,26.1,1553,385,No,Yes,20,15,215.5,1,2,Credit Card,Yes,4,416.38,No,No,No,0.42,2,40.8,0.53,-85,43
28,Male,Dublin,Family,Prepay,Essentials,13,0,Yes,Active,29.8,1231,284,No,Yes,28,0,197.6,0,2,Credit Card,Yes,4,335.83,Yes,Yes,No,0.55,3,13.0,0.77,-66,331
29,Male,Dublin,Family,Prepay,Freedom,87,1,Yes,Active,53.6,1534,118,No,Yes,7,15,171.6,4,2,Credit Card,Yes,3,87.97,No,No,No,0.3,1,12.0,0.77,-26,30
27,Female,Galway,Individual,Prepay,Freedom,81,24,No,Active,35.4,1867,167,Yes,Yes,0,3,299.2,3,3,Credit Card,Yes,3,459.02,No,No,No,0.16,2,55.8,0.65,6,720
49,Female,Galway,Individual,Prepay,Unlimited,18,1,No,Active,20.9,2569,352,No,No,29,5,294.2,4,5,Debit Card,Yes,5,122.76,No,No,Yes,0.21,0,19.9,0.08,-14,30
33,Male,Dublin,Individual,Prepay,Essentials,44,12,Yes,Cancelled,30.0,2628,188,No,No,8,18,161.9,3,3,Debit Card,Yes,2,122.07,No,No,No,0.05,0,27.7,0.05,57,360
25,Male,Dublin,Individual,Postpay,Unlimited,30,24,Yes,Active,8.4,1876,451,No,Yes,18,1,137.1,3,1,Debit Card,Yes,3,407.09,Yes,No,No,0.25,1,52.8,0.39,75,720
55,Male,Cork,Business,Prepay,Unlimited,67,1,No,Active,71.9,898,250,No,Yes,20,17,139.2,3,2,Credit Card,Yes,1,52.94,Yes,No,No,0.19,2,13.7,0.03,-32,30
29,Female,Dublin,Individual,Prepay,Essentials,27,0,Yes,Active,51.8,1106,323,No,Yes,8,9,129.1,3,3,Credit Card,Yes,2,111.02,Yes,Yes,No,0.27,4,38.8,0.9,15,283
41,Female,Galway,Family,SIM-only,Freedom,81,12,Yes,Active,14.0,2668,412,Yes,Yes,20,3,159.9,2,2,Credit Card,Yes,4,251.84,Yes,No,No,0.09,1,66.2,0.02,-93,360
45,Male,Galway,Family,Postpay,Unlimited,90,24,Yes,Active,21.3,1067,228,No,Yes,24,0,82.8,2,1,Credit Card,Yes,2,415.24,No,Yes,No,0.4,3,40.3,0.03,6,720
25,Female,Dublin,Family,SIM-only,Unlimited,52,24,No,Active,14.7,1506,189,No,Yes,9,14,278.1,0,4,Credit Card,No,0,73.74,Yes,No,No,0.18,2,4.5,0.17,6,720
45,Female,Dublin,Business,Prepay,Freedom,15,0,Yes,Cancelled,63.2,2957,315,No,No,23,9,147.6,1,4,Credit Card,Yes,2,273.83,No,No,Yes,0.21,2,42.9,0.63,13,176
53,Female,Other,Individual,Prepay,Freedom,95,12,Yes,Cancelled,13.9,1667,123,No,No,22,17,252.8,3,4,Credit Card,Yes,3,355.62,No,No,Yes,0.22,1,7.4,0.54,78,360
43,Female,Cork,Individual,Postpay,Freedom,87,12,Yes,Cancelled,76.7,492,83,No,Yes,10,15,143.1,4,2,Debit Card,Yes,1,430.3,No,No,No,0.44,2,21.0,0.66,-91,360
25,Male,Galway,Individual,Prepay,Freedom,76,24,Yes,Cancelled,6.9,2546,296,No,No,0,12,215.8,2,3,Credit Card,Yes,4,467.78,No,No,Yes,0.19,2,61.3,0.89,-73,720
67,Male,Dublin,Individual,Prepay,Essentials,21,0,Yes,Active,28.7,604,214,Yes,No,19,14,101.7,1,2,Credit Card,Yes,4,392.32,Yes,No,No,0.11,3,1.8,0.45,63,89
45,Male,Cork,Individual,Postpay,Freedom,21,12,Yes,Active,89.6,947,236,No,Yes,24,1,187.8,0,5,Credit Card,Yes,3,326.41,Yes,No,No,0.39,3,6.5,0.04,-41,360
45,Male,Dublin,Individual,Postpay,Essentials,75,24,Yes,Cancelled,73.3,293,465,Yes,Yes,25,19,150.0,1,3,Credit Card,Yes,3,216.81,Yes,No,No,0.47,4,26.8,0.76,-91,720
54,Female,Cork,Family,Postpay,Essentials,11,1,Yes,Active,11.9,1171,112,Yes,Yes,7,3,110.8,3,1,Debit Card,Yes,3,56.06,No,Yes,No,0.14,3,72.0,0.81,41,30
58,Female,Other,Individual,Postpay,Freedom,24,1,Yes,Cancelled,83.0,2018,216,No,Yes,19,0,264.6,1,4,Credit Card,Yes,0,354.87,No,No,No,0.4,4,21.7,0.05,1,30
53,Male,Dublin,Individual,Postpay,Freedom,32,0,Yes,Active,51.8,171,320,No,No,11,6,34.7,3,3,Credit Card,No,1,496.37,Yes,No,No,0.02,3,12.2,0.24,-38,321
44,Male,Dublin,Individual,Prepay,Freedom,38,1,No,Active,85.4,1586,245,No,No,0,10,146.6,2,3,Credit Card,Yes,0,368.38,No,No,Yes,0.4,4,40.0,0.77,74,30
34,Male,Dublin,Individual,Prepay,Freedom,90,1,No,Active,62.1,530,447,Yes,Yes,9,9,59.1,2,4,Credit Card,Yes,3,8.36,Yes,No,No,0.23,3,37.9,0.38,96,30
26,Female,Dublin,Individual,Prepay,Freedom,16,24,Yes,Cancelled,69.8,1143,334,Yes,No,3,0,258.5,3,1,Debit Card,Yes,1,248.13,No,No,Yes,0.13,3,32.9,0.47,-45,720
50,Male,Dublin,Family,Prepay,Essentials,37,1,No,Active,99.4,1859,318,Yes,No,14,10,76.8,4,2,Direct Debit,No,3,307.32,No,No,Yes,0.6,1,68.2,0.82,33,30
37,Female,Dublin,Individual,SIM-only,Freedom,23,1,Yes,Active,27.1,1760,481,Yes,Yes,18,9,190.4,2,2,Credit Card,No,1,344.84,No,No,No,0.46,3,20.9,0.09,46,30
30,Male,Galway,Family,Postpay,Unlimited,53,12,No,Active,64.3,2113,431,Yes,Yes,5,13,50.5,4,3,Debit Card,Yes,4,359.86,No,No,No,0.35,4,21.8,0.68,79,360
45,Male,Cork,Individual,Postpay,Freedom,39,0,Yes,Active,48.7,2188,403,No,No,26,13,122.1,3,4,Credit Card,No,0,279.05,No,No,Yes,0.17,1,11.0,0.21,89,189
65,Other,Dublin,Family,Prepay,Freedom,90,1,Yes,Active,8.7,2493,373,No,No,4,6,269.9,3,5,Credit Card,No,5,111.68,No,No,No,0.21,4,50.5,0.06,27,30
46,Other,Other,Individual,Prepay,Freedom,41,12,Yes,Active,6.4,188,36,No,No,4,10,50.7,2,1,Credit Card,Yes,3,471.1,Yes,No,No,0.5,3,23.8,0.66,76,360
30,Male,Dublin,Individual,Prepay,Unlimited,79,24,Yes,Active,16.3,157,63,No,No,17,3,199.3,4,2,Direct Debit,Yes,3,348.33,No,No,Yes,0.46,3,58.0,0.12,-23,720
63,Female,Other,Individual,Prepay,Essentials,97,12,No,Active,66.7,2717,218,Yes,Yes,27,1,62.1,3,1,Credit Card,Yes,2,118.42,No,Yes,No,0.38,4,70.0,0.75,38,360
52,Female,Dublin,Family,Prepay,Freedom,15,12,Yes,Active,58.9,1970,341,No,Yes,2,6,125.3,2,1,Direct Debit,Yes,5,161.16,Yes,No,No,0.37,2,4.1,0.2,-55,360
23,Female,Other,Individual,Postpay,Freedom,36,0,Yes,Active,57.6,245,498,No,Yes,26,18,162.6,3,1,Credit Card,Yes,4,460.96,No,No,No,0.14,1,71.5,0.05,-32,55
35,Male,Galway,Individual,Postpay,Freedom,91,24,Yes,Active,8.0,2903,388,No,Yes,21,13,173.6,1,4,Credit Card,Yes,3,443.74,Yes,No,No,0.19,1,19.0,0.1,-56,720
68,Female,Other,Business,Postpay,Essentials,97,0,No,Active,49.6,2991,33,No,No,1,18,181.2,1,4,Debit Card,Yes,0,202.57,Yes,Yes,Yes,0.3,3,30.8,0.84,-6,94
22,Female,Other,Family,Postpay,Freedom,33,12,Yes,Cancelled,92.8,2795,38,No,No,3,6,192.4,2,4,Direct Debit,Yes,4,19.15,No,No,Yes,0.14,1,56.2,0.37,7,360
64,Female,Dublin,Individual,SIM-only,Essentials,43,1,Yes,Active,42.8,2377,66,Yes,No,17,11,82.3,3,3,Direct Debit,No,3,24.25,No,No,Yes,0.33,4,48.2,0.3,-43,30
